,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
7485,-118.21,33.92,37,1705,403.0,1839,410,2.5833,132700,<1H OCEAN
18807,-121.64,40.9,24,2237,434.0,834,318,1.7538,90300,INLAND
14498,-117.23,32.86,16,1675,354.0,604,332,5.2326,188300,NEAR OCEAN
3323,-122.92,38.97,20,2067,384.0,904,333,2.9934,134200,<1H OCEAN
8823,-118.36,34.09,34,2832,883.0,1594,843,1.7558,312500,<1H OCEAN
10929,-117.9,33.74,19,1566,379.0,1032,330,2.2105,180400,<1H OCEAN
10054,-121.02,39.27,52,3720,707.0,1424,609,3.2,155000,INLAND
310,-122.19,37.76,52,2024,391.0,1030,350,2.4659,94700,NEAR BAY
735,-122.15,37.67,35,2472,398.0,1171,390,5.5797,198100,NEAR BAY
20303,-119.18,34.16,12,460,101.0,405,103,5.2783,167400,NEAR OCEAN
9372,-122.53,37.93,37,1722,352.0,648,337,4.125,310300,NEAR BAY
10396,-117.67,33.55,6,3157,721.0,1695,710,3.7609,222300,<1H OCEAN
2204,-119.85,36.82,15,1387,236.0,638,195,5.5842,88900,INLAND
4014,-118.57,34.15,22,5791,706.0,2059,673,10.9201,500001,<1H OCEAN
11097,-117.88,33.83,22,3522,543.0,1706,524,6.4685,241200,<1H OCEAN
4263,-118.33,34.1,43,2732,1646.0,3049,1429,1.3157,333300,<1H OCEAN
11002,-117.8,33.75,29,3058,488.0,1197,474,5.3903,286600,<1H OCEAN
13945,-117.2,34.26,17,9419,1455.0,1382,459,6.2233,230900,INLAND
10572,-117.68,33.65,6,10395,1915.0,4783,1811,5.928,239900,<1H OCEAN
2319,-119.7,36.82,25,2379,540.0,1482,484,2.3173,68200,INLAND
5395,-118.37,34.04,25,542,161.0,442,131,2.25,333300,<1H OCEAN
19709,-121.63,39.18,13,1907,347.0,821,367,2.0978,134000,INLAND
2876,-118.97,35.38,32,1361,363.0,1483,297,1.625,46800,INLAND
1207,-121.75,39.4,29,1687,327.0,864,334,2.4943,81900,INLAND
16944,-122.32,37.55,46,1437,266.0,607,263,4.8068,369700,NEAR OCEAN
10097,-117.94,33.93,14,999,232.0,1037,244,2.7125,166100,<1H OCEAN
19857,-119.42,36.35,20,1469,303.0,1031,259,1.6645,48000,INLAND
1715,-122.31,38.0,29,3108,534.0,1687,516,4.3333,170800,NEAR BAY
1877,-119.96,38.94,27,1492,393.0,717,254,1.8906,104200,INLAND
12271,-117.04,34.0,21,4624,852.0,2174,812,3.5255,132100,INLAND
10884,-117.9,33.71,15,539,71.0,287,66,6.3427,305200,<1H OCEAN
9380,-122.46,37.88,35,2492,409.0,812,373,8.8386,500001,NEAR BAY
5858,-118.34,34.19,48,814,165.0,490,176,3.1406,223100,<1H OCEAN
5838,-118.36,34.2,14,1878,614.0,1874,559,2.5267,231800,<1H OCEAN
7207,-118.18,34.02,43,887,219.0,965,217,2.625,133900,<1H OCEAN
2252,-119.83,36.8,24,3756,681.0,1586,739,3.8571,90100,INLAND
8034,-118.13,33.84,48,1895,294.0,881,293,6.3364,307400,<1H OCEAN
19202,-122.71,38.43,38,1689,526.0,1071,529,1.5026,124000,<1H OCEAN
17208,-119.72,34.43,36,1156,309.0,521,304,2.6014,320600,<1H OCEAN
6095,-117.88,34.12,34,912,165.0,522,150,4.0417,178000,<1H OCEAN
14388,-117.23,32.74,16,735,139.0,299,134,4.6354,179200,NEAR OCEAN
16789,-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,284700,NEAR OCEAN
18039,-121.96,37.23,36,4423,632.0,1719,608,7.8407,476400,<1H OCEAN
15479,-117.14,33.16,16,1660,,733,214,5.6874,202700,<1H OCEAN
16421,-121.29,37.87,29,488,108.0,308,115,2.6563,103100,INLAND
13917,-116.05,34.12,19,301,65.0,150,56,3.125,65600,INLAND
8495,-118.3,33.89,30,2756,858.0,1806,787,3.0329,207800,<1H OCEAN
16894,-122.38,37.58,52,2039,299.0,772,303,6.471,500001,NEAR OCEAN
39,-122.26,37.83,52,2432,715.0,1377,696,2.5898,176000,NEAR BAY
13404,-117.46,34.1,35,908,226.0,667,203,2.5833,93500,INLAND
17514,-121.92,37.33,52,2962,557.0,1215,506,4.7768,301100,<1H OCEAN
603,-122.07,37.69,29,2304,618.0,1021,552,2.5362,203800,NEAR BAY
2213,-119.84,36.85,8,3791,487.0,1424,475,10.5144,345900,INLAND
12351,-116.52,33.81,12,12396,2552.0,2548,1265,3.4394,162200,INLAND
9429,-122.68,38.07,26,1445,244.0,510,207,5.6305,430000,NEAR OCEAN
9713,-121.67,36.67,24,3071,544.0,1477,560,3.9219,222500,<1H OCEAN
7428,-118.21,33.95,32,1116,328.0,1265,302,2.295,155200,<1H OCEAN
18001,-121.98,37.28,28,3688,633.0,1877,620,5.7251,272600,<1H OCEAN
11196,-117.93,33.84,34,2160,298.0,852,305,6.0531,287100,<1H OCEAN
9019,-118.78,34.16,9,30405,4093.0,12873,3931,8.0137,399200,NEAR OCEAN
1837,-122.3,37.9,35,1102,308.0,688,303,2.3946,141700,NEAR BAY
20155,-119.23,34.42,16,630,117.0,343,100,5.75,325000,<1H OCEAN
18826,-122.53,41.81,21,2400,485.0,1109,443,1.7639,55400,INLAND
18196,-122.01,37.39,36,1976,361.0,1348,371,5.6447,252600,<1H OCEAN
1773,-122.34,37.94,47,2313,433.0,947,430,3.942,143300,NEAR BAY
9686,-121.62,36.71,24,4195,706.0,2200,647,4.3451,177800,<1H OCEAN
8019,-118.1,33.84,36,690,109.0,316,104,3.7813,209100,<1H OCEAN
16097,-122.5,37.75,45,1672,344.0,838,314,4.1419,291500,NEAR OCEAN
9043,-118.12,34.68,12,5319,875.0,2439,779,4.6629,131500,INLAND
15331,-117.31,33.24,6,1580,288.0,792,265,4.0469,162400,<1H OCEAN
9648,-120.79,37.08,9,97,20.0,91,22,2.9063,55000,INLAND
17544,-121.87,37.34,52,1170,215.0,604,207,2.6667,325900,<1H OCEAN
11006,-117.79,33.77,21,4349,553.0,1680,519,6.9014,439000,<1H OCEAN
9325,-122.52,37.96,35,2012,346.0,818,352,5.2818,331000,NEAR BAY
8502,-118.3,33.87,27,3144,722.0,1510,680,3.1597,214700,<1H OCEAN
6527,-118.05,34.06,45,531,164.0,722,166,2.1406,162500,<1H OCEAN
4126,-118.21,34.14,44,1681,407.0,1105,387,3.2222,186500,<1H OCEAN
11272,-117.98,33.78,31,2825,546.0,1908,563,3.9798,187500,<1H OCEAN
13754,-117.15,34.04,14,2845,420.0,1172,377,7.5822,283100,INLAND
8180,-118.11,33.81,37,1694,280.0,776,271,6.2187,257900,<1H OCEAN
3812,-118.48,34.21,25,2879,723.0,2077,649,3.3864,197400,<1H OCEAN
8072,-118.17,33.82,52,2539,497.0,1152,488,4.1354,268200,NEAR OCEAN
13117,-121.22,38.4,14,2655,441.0,1277,422,4.6989,213800,INLAND
4157,-118.19,34.12,46,3387,820.0,2833,813,2.987,176900,<1H OCEAN
5992,-117.71,34.08,26,2744,494.0,1411,465,4.2639,154200,INLAND
7928,-118.08,33.85,22,1055,204.0,682,216,6.0,191300,<1H OCEAN
8646,-118.4,33.87,45,2093,497.0,842,472,6.3231,500001,<1H OCEAN
13492,-117.4,34.04,17,1906,334.0,1550,338,3.025,81800,INLAND
9459,-123.5,39.67,22,2124,450.0,1122,446,2.1793,71500,INLAND
9658,-120.67,37.37,18,164,30.0,104,32,1.6607,87500,INLAND
12600,-121.48,38.54,41,3364,685.0,1841,626,2.1975,73500,INLAND
17142,-122.18,37.45,43,2061,437.0,817,385,4.4688,460200,NEAR BAY
15024,-117.01,32.76,34,3415,608.0,1464,593,4.0549,223700,<1H OCEAN
8405,-118.36,33.93,40,1625,500.0,2036,476,2.6298,156500,<1H OCEAN
19145,-122.71,38.34,22,1249,335.0,699,308,2.6033,121600,<1H OCEAN
3897,-118.51,34.2,35,1614,308.0,850,330,4.1806,209000,<1H OCEAN
3925,-118.56,34.18,36,1366,224.0,719,270,4.8264,251000,<1H OCEAN
18360,-122.09,37.35,30,1502,186.0,501,180,10.0259,500001,NEAR BAY
20047,-119.01,36.05,27,1127,294.0,839,276,1.3807,53100,INLAND
13449,-117.4,34.08,21,3622,667.0,2503,720,3.8531,105400,INLAND
3614,-118.41,34.24,38,490,101.0,402,100,3.125,175900,<1H OCEAN
10930,-117.9,33.74,18,1884,442.0,1915,442,2.3783,166700,<1H OCEAN
6184,-117.92,34.09,35,1810,318.0,1164,332,5.0123,165700,<1H OCEAN
17016,-122.28,37.52,29,1526,355.0,724,315,4.0313,435200,NEAR OCEAN
15473,-117.22,33.14,5,4576,848.0,2314,705,5.0123,210400,NEAR OCEAN
15878,-122.41,37.75,52,1678,386.0,1220,357,2.5809,255300,NEAR BAY
15988,-122.47,37.76,52,4001,809.0,1886,756,3.3239,350000,NEAR BAY
5230,-118.24,33.93,37,1027,258.0,824,248,1.5132,86300,<1H OCEAN
4779,-118.32,34.04,47,1989,532.0,1430,519,1.8333,151100,<1H OCEAN
9220,-120.27,37.12,17,3328,628.0,1580,619,2.9861,81500,INLAND
9989,-121.07,39.15,15,6828,1319.0,3002,1318,2.4726,143400,INLAND
51,-122.27,37.82,43,1868,456.0,1061,407,1.5045,93800,NEAR BAY
9619,-120.43,37.35,15,1613,203.0,673,213,5.9378,212200,INLAND
16127,-122.47,37.79,52,2383,477.0,990,464,3.9688,483300,NEAR BAY
1813,-122.31,37.91,39,2955,696.0,1417,682,2.7628,167800,NEAR BAY
8296,-118.14,33.76,52,2677,642.0,1144,624,4.3889,378000,NEAR OCEAN
17820,-121.9,37.37,20,78,72.0,120,69,1.0938,187500,<1H OCEAN
11670,-118.01,33.84,28,4097,838.0,2112,803,4.5,202100,<1H OCEAN
10526,-117.7,33.57,4,3283,911.0,1512,782,3.3125,138500,<1H OCEAN
1870,-119.94,38.95,25,1789,536.0,1134,396,2.32,91300,INLAND
18419,-121.82,37.26,10,3030,574.0,1623,589,5.1356,218700,<1H OCEAN
11782,-121.24,38.78,18,549,143.0,249,136,0.8691,136500,INLAND
15761,-122.42,37.77,52,1925,568.0,867,515,2.879,450000,NEAR BAY
1838,-122.3,37.9,30,1772,471.0,880,437,2.2672,162500,NEAR BAY
8279,-118.15,33.78,13,3056,861.0,1600,824,3.3003,207800,NEAR OCEAN
10226,-117.88,33.87,35,1919,349.0,1302,345,5.6409,190900,<1H OCEAN
5464,-118.51,33.98,40,1901,679.0,865,587,2.3417,425000,<1H OCEAN
13142,-121.5,38.34,36,1212,255.0,569,256,2.0048,72900,INLAND
11224,-117.94,33.81,25,1731,482.0,1127,455,3.256,214300,<1H OCEAN
7458,-118.18,33.92,32,2035,519.0,2282,480,3.2734,136400,<1H OCEAN
18724,-122.33,40.6,5,6383,1206.0,2965,1141,3.8103,111100,INLAND
12574,-121.42,38.53,37,1958,367.0,1171,366,2.8298,71200,INLAND
8076,-118.19,33.83,30,2246,552.0,1032,548,3.5871,347100,NEAR OCEAN
19126,-122.69,38.27,32,2344,434.0,1066,384,4.0313,285000,<1H OCEAN
4948,-118.3,34.02,42,2386,670.0,2327,661,1.6699,108000,<1H OCEAN
10623,-117.77,33.67,12,4329,1068.0,1913,978,4.5094,160200,<1H OCEAN
10161,-117.98,33.9,6,1537,347.0,506,280,4.8264,146800,<1H OCEAN
75,-122.28,37.81,17,1237,462.0,762,439,0.9241,177500,NEAR BAY
20472,-118.76,34.26,26,1750,284.0,962,278,4.5673,190400,<1H OCEAN
10167,-117.94,33.89,30,2577,404.0,1076,374,6.7528,459600,<1H OCEAN
11766,-121.27,38.75,21,4812,1117.0,1985,1045,2.5083,128500,INLAND
19862,-119.31,36.34,14,2985,607.0,2250,607,2.1602,65200,INLAND
14118,-117.11,32.73,27,3160,627.0,1628,612,3.8864,132600,NEAR OCEAN
7190,-118.17,34.05,45,733,178.0,715,165,2.5962,124100,<1H OCEAN
2496,-120.41,36.77,24,1335,312.0,1180,267,1.947,68900,INLAND
6465,-118.04,34.1,38,2317,451.0,1155,426,4.1488,235300,INLAND
6307,-117.87,33.99,21,2837,515.0,2031,555,4.9271,209700,<1H OCEAN
8114,-118.19,33.8,41,2125,591.0,1604,555,2.9943,190600,NEAR OCEAN
2493,-120.19,36.61,29,1479,338.0,1408,322,2.293,57200,INLAND
15908,-122.42,37.74,52,1916,432.0,889,424,4.0391,279900,NEAR BAY
10458,-117.65,33.48,6,1638,188.0,572,174,13.0502,500001,<1H OCEAN
928,-122.03,37.55,22,9167,1373.0,4319,1404,6.992,284800,NEAR BAY
6914,-117.98,33.94,36,4297,717.0,2038,700,5.2851,258800,<1H OCEAN
15868,-122.41,37.76,52,3452,784.0,2987,753,2.8135,260300,NEAR BAY
6454,-118.06,34.12,34,2941,558.0,1660,576,4.5667,271500,INLAND
18615,-122.08,37.04,34,2800,577.0,1353,512,4.1161,220900,NEAR OCEAN
5387,-118.41,34.02,16,5825,1866.0,3390,1752,3.0965,320000,<1H OCEAN
12841,-121.46,38.66,3,3438,603.0,1602,554,3.9914,120500,INLAND
10011,-121.1,39.15,10,680,143.0,354,140,4.0333,161500,INLAND
8736,-118.32,33.83,19,3792,790.0,2105,834,5.2363,310000,<1H OCEAN
10630,-117.78,33.71,4,974,232.0,428,203,4.6141,195400,<1H OCEAN
2134,-119.71,36.8,25,875,156.0,646,166,3.0,72800,INLAND
17585,-121.92,37.31,13,6035,1551.0,2946,1481,4.0524,213900,<1H OCEAN
12951,-121.28,38.7,14,5827,1246.0,2578,1038,3.0212,112900,INLAND
1075,-121.82,39.75,37,2236,372.0,974,379,3.2016,97000,INLAND
8836,-118.37,34.08,28,4376,1202.0,1847,1128,2.6713,312500,<1H OCEAN
9001,-118.34,33.99,47,1107,199.0,437,178,3.7344,179400,<1H OCEAN
16290,-121.24,37.98,33,450,123.0,236,103,1.1964,80400,INLAND
9934,-122.31,38.27,34,1748,284.0,783,303,4.3585,194400,NEAR BAY
18188,-122.01,37.38,32,726,204.0,538,203,4.505,230400,<1H OCEAN
5884,-118.34,34.16,44,1717,391.0,848,353,3.6111,254500,<1H OCEAN
1218,-120.88,38.16,8,2029,387.0,1000,364,4.0109,125900,INLAND
10627,-117.77,33.71,5,4050,584.0,1986,598,7.5847,375700,<1H OCEAN
7702,-118.13,33.96,36,1933,341.0,958,335,4.4732,266000,<1H OCEAN
15191,-117.05,33.02,18,917,121.0,388,131,6.3517,260100,<1H OCEAN
8573,-118.41,33.9,39,2040,336.0,926,351,7.5552,500001,<1H OCEAN
18210,-122.06,37.39,26,18,4.0,8,4,3.75,375000,NEAR BAY
1702,-122.3,37.97,34,2854,528.0,1211,452,3.5353,164700,NEAR BAY
1091,-121.81,39.71,18,1222,250.0,708,281,2.0288,116700,INLAND
8821,-118.35,34.09,35,2705,785.0,1526,793,3.0349,266700,<1H OCEAN
12255,-117.02,33.76,20,1317,203.0,453,158,2.8393,120700,INLAND
9714,-121.68,36.67,26,5745,1017.0,2780,996,5.0,202300,<1H OCEAN
3653,-118.43,34.22,34,2300,429.0,1447,455,4.2656,233700,<1H OCEAN
13988,-117.15,34.83,30,5370,1062.0,2778,944,3.099,66800,INLAND
17537,-121.89,37.35,47,2879,631.0,2229,606,3.2599,183100,<1H OCEAN
5089,-118.29,33.98,30,1162,318.0,1207,289,1.223,100000,<1H OCEAN
512,-122.23,37.82,52,3242,366.0,1001,352,12.2138,500001,NEAR BAY
9649,-120.83,37.07,16,3736,761.0,1942,730,2.5598,120200,INLAND
6478,-118.04,34.09,34,2001,388.0,1461,397,3.8304,183000,INLAND
4443,-118.21,34.09,37,1822,498.0,1961,506,1.9881,159200,<1H OCEAN
11065,-117.88,33.79,32,1484,295.0,928,295,5.1418,190300,<1H OCEAN
11838,-120.98,39.93,25,2220,511.0,912,449,1.8914,87800,INLAND
2745,-115.57,32.79,34,1152,208.0,621,208,3.6042,73600,INLAND
12614,-121.51,38.49,21,4426,790.0,1856,761,4.1,158300,INLAND
11724,-120.04,39.24,30,2369,469.0,510,213,2.65,123800,INLAND
17005,-122.29,37.54,43,2268,438.0,1151,449,4.9091,293200,NEAR OCEAN
7506,-118.28,33.92,37,742,151.0,729,144,3.055,105400,<1H OCEAN
1076,-121.8,39.75,11,7212,1355.0,3264,1264,3.1125,122600,INLAND
19831,-119.38,36.56,25,1180,222.0,611,212,2.0729,84700,INLAND
19462,-120.99,37.68,30,1975,375.0,732,326,2.6932,94900,INLAND
1007,-121.75,37.68,35,1755,299.0,702,263,5.2443,183400,INLAND
2890,-118.98,35.39,29,607,177.0,476,143,1.1875,50700,INLAND
14850,-117.07,32.67,28,2758,623.0,2179,631,2.3814,112300,NEAR OCEAN
4968,-118.28,34.01,50,2601,794.0,3080,770,1.8656,122900,<1H OCEAN
13690,-117.2,34.14,18,1920,333.0,890,323,5.159,144800,INLAND
19959,-119.32,36.25,21,1231,,609,206,2.8365,90000,INLAND
12536,-121.51,38.55,45,3032,631.0,1341,597,2.8417,137900,INLAND
12450,-114.56,33.69,17,720,174.0,333,117,1.6509,85700,INLAND
4728,-118.36,34.05,48,1825,404.0,728,363,3.3824,322600,<1H OCEAN
18567,-121.75,36.93,24,4026,881.0,2264,863,3.1327,218100,<1H OCEAN
8067,-118.18,33.83,44,1497,277.0,542,274,5.0052,321800,NEAR OCEAN
7152,-118.16,34.03,41,1377,293.0,1142,272,3.1724,141600,<1H OCEAN
20493,-118.65,34.27,23,1724,265.0,934,306,6.0783,229200,<1H OCEAN
4229,-118.29,34.11,49,2850,379.0,1113,380,12.9591,500001,<1H OCEAN
13657,-117.3,34.05,7,4672,1121.0,2534,1046,3.4228,115700,INLAND
13026,-121.21,38.67,11,5500,956.0,2827,946,4.1071,145800,INLAND
5585,-118.3,33.81,17,5544,1068.0,3008,1038,5.322,282700,<1H OCEAN
5059,-118.35,34.01,35,3776,,1583,749,3.5486,332100,<1H OCEAN
14281,-117.13,32.71,44,1697,413.0,1396,363,1.5474,83300,NEAR OCEAN
4773,-118.34,34.03,48,1426,331.0,784,356,1.6581,118800,<1H OCEAN
17658,-121.9,37.28,34,4613,749.0,2050,725,5.3922,302900,<1H OCEAN
3877,-118.5,34.21,36,1254,229.0,629,245,4.9643,236100,<1H OCEAN
4803,-118.36,34.03,38,2365,638.0,2259,607,2.0879,120700,<1H OCEAN
5039,-118.34,33.99,34,397,132.0,250,121,1.675,166700,<1H OCEAN
18938,-122.07,38.26,15,1173,146.0,450,154,6.0487,197700,INLAND
18994,-121.95,38.43,19,3011,551.0,1665,535,5.1534,232800,INLAND
9515,-123.2,39.16,14,1908,484.0,1195,467,1.7929,82300,<1H OCEAN
11121,-117.92,33.85,38,2082,532.0,1592,510,2.3704,166100,<1H OCEAN
12174,-117.23,33.78,23,3465,703.0,2672,607,1.9767,81500,INLAND
19052,-121.76,38.25,32,1495,333.0,905,281,2.625,212500,INLAND
18131,-122.02,37.34,26,1992,328.0,980,342,6.2475,350000,<1H OCEAN
2249,-119.81,36.81,33,3972,594.0,1324,561,5.4513,143300,INLAND
16060,-122.49,37.76,49,1724,295.0,795,297,4.3977,353600,NEAR BAY
8016,-118.11,33.83,36,1726,287.0,820,288,5.5767,218100,<1H OCEAN
3265,-122.95,39.13,17,380,69.0,225,72,3.25,137500,INLAND
13111,-121.37,38.39,15,1883,254.0,893,256,6.2575,143500,INLAND
4472,-118.18,34.08,31,1318,311.0,1164,289,2.9939,135500,<1H OCEAN
4092,-118.42,34.16,17,277,70.0,119,59,4.0208,341700,<1H OCEAN
4599,-118.27,34.05,47,661,359.0,1406,307,1.3169,112500,<1H OCEAN
16171,-122.5,37.79,52,8,1.0,13,1,15.0001,500001,NEAR BAY
12406,-116.29,33.74,6,12991,2555.0,4571,1926,4.7195,199300,INLAND
16922,-122.33,37.58,27,5144,1481.0,2518,1447,3.4836,287900,NEAR OCEAN
4733,-118.36,34.05,50,3518,812.0,1724,758,3.0833,338100,<1H OCEAN
6348,-117.75,34.06,52,24,6.0,46,7,1.625,67500,INLAND
17148,-122.2,37.43,38,3626,528.0,1350,532,7.3681,500001,NEAR OCEAN
13226,-117.68,34.01,20,7326,1555.0,5718,1538,3.2073,123500,INLAND
5194,-118.26,33.92,40,1076,244.0,705,255,1.7986,98900,<1H OCEAN
15303,-117.36,33.17,24,2046,442.0,812,367,2.3182,500001,NEAR OCEAN
15828,-122.43,37.75,52,2700,595.0,1181,575,3.575,396800,NEAR BAY
1134,-121.63,39.75,37,1296,296.0,569,257,1.8616,70500,INLAND
14651,-117.15,32.81,34,1629,318.0,900,282,3.1458,178300,NEAR OCEAN
13223,-117.67,34.03,20,8561,1411.0,4861,1450,4.7056,165500,INLAND
12107,-117.32,33.99,27,5464,850.0,2400,836,4.711,133500,INLAND
4310,-118.32,34.09,30,1871,766.0,2595,819,2.0044,212500,<1H OCEAN
3655,-118.43,34.22,36,1372,295.0,774,306,3.6618,187300,<1H OCEAN
16820,-122.47,37.65,27,8103,1655.0,5023,1605,4.6452,236200,NEAR OCEAN
7479,-118.22,33.93,39,1921,483.0,2286,470,3.0167,130000,<1H OCEAN
3753,-118.39,34.17,40,1696,372.0,835,385,3.6563,222400,<1H OCEAN
8177,-118.09,33.8,36,1724,322.0,838,328,4.4831,253900,<1H OCEAN
11640,-118.06,33.83,21,3941,655.0,1897,670,4.88,343900,<1H OCEAN
731,-122.13,37.68,44,2147,399.0,1175,401,4.1974,179300,NEAR BAY
1821,-122.29,37.92,35,583,88.0,235,84,5.943,288200,NEAR BAY
6011,-117.77,34.06,27,2178,629.0,2379,591,1.9766,108000,INLAND
12090,-117.3,33.85,15,3991,751.0,2317,657,2.9542,127900,INLAND
3620,-118.45,34.25,21,2143,565.0,1803,497,3.9833,162500,<1H OCEAN
14704,-117.07,32.81,15,2000,402.0,778,369,4.3594,224200,<1H OCEAN
11332,-117.96,33.75,25,1323,208.0,852,229,4.6167,237300,<1H OCEAN
16985,-122.29,37.56,12,6474,1467.0,2516,1390,5.0353,305800,NEAR BAY
18528,-122.04,36.96,44,1294,269.0,645,259,3.2437,223900,NEAR OCEAN
10909,-117.86,33.74,32,691,151.0,926,148,4.125,175900,<1H OCEAN
9000,-118.34,34.0,49,2465,372.0,1018,359,4.0,296800,<1H OCEAN
14776,-117.08,32.58,22,2128,477.0,1420,450,3.2687,131000,NEAR OCEAN
11554,-117.99,33.74,26,4065,741.0,1960,739,4.506,240000,<1H OCEAN
1239,-120.27,38.31,13,3297,662.0,267,97,3.075,108300,INLAND
20639,-121.24,39.37,16,2785,616.0,1387,530,2.3886,89400,INLAND
17065,-122.22,37.48,47,2570,783.0,3107,724,2.8058,229500,NEAR OCEAN
14628,-117.18,32.76,17,711,254.0,327,227,2.6493,67500,NEAR OCEAN
101,-122.25,37.81,28,5806,1603.0,2563,1497,3.2177,273400,NEAR BAY
17045,-122.27,37.48,26,3542,507.0,1392,524,8.5184,500001,NEAR OCEAN
16644,-120.62,35.28,28,3952,592.0,1469,571,6.3144,328800,NEAR OCEAN
13877,-117.31,34.43,16,5130,1172.0,3126,1046,1.6784,71900,INLAND
20425,-118.75,34.17,18,6217,858.0,2703,834,6.8075,325900,NEAR OCEAN
543,-122.28,37.78,50,1487,306.0,730,327,2.5139,219000,NEAR BAY
12375,-116.38,33.74,7,17579,3479.0,3581,1820,4.084,194500,INLAND
12268,-116.86,33.73,13,2604,443.0,978,417,2.933,170700,INLAND
15865,-122.4,37.76,52,1185,246.0,480,253,4.4074,277300,NEAR BAY
4929,-118.24,33.99,41,1425,372.0,1803,353,1.6731,88200,<1H OCEAN
5819,-118.25,34.13,36,2946,1025.0,2542,912,2.2244,255900,<1H OCEAN
6945,-118.09,33.99,35,2787,639.0,1923,614,3.5757,177900,<1H OCEAN
10245,-117.86,33.9,25,3205,409.0,1291,408,7.2478,299200,<1H OCEAN
10510,-117.69,33.54,20,1767,280.0,801,284,6.5394,272000,<1H OCEAN
12721,-121.37,38.58,37,2839,390.0,1006,400,7.3343,280400,INLAND
12161,-117.18,33.78,7,1697,424.0,808,354,1.3417,169300,INLAND
8185,-118.1,33.79,35,2370,379.0,996,380,5.7368,287200,<1H OCEAN
6857,-118.16,34.06,27,1675,274.0,785,275,5.828,301100,<1H OCEAN
12360,-116.53,33.88,5,4423,763.0,1906,667,4.6855,125200,INLAND
11352,-117.92,33.75,23,893,223.0,1149,216,2.6442,156300,<1H OCEAN
3183,-119.77,36.3,24,2202,471.0,1052,439,2.1038,62000,INLAND
12224,-116.95,33.68,11,1183,178.0,543,147,4.4792,173900,INLAND
20158,-119.14,34.49,17,321,44.0,92,39,7.75,375000,<1H OCEAN
14592,-117.17,32.82,21,2869,596.0,1471,577,3.0375,197600,NEAR OCEAN
13023,-121.23,38.67,27,5266,971.0,2432,948,3.8954,133000,INLAND
10314,-117.82,33.85,21,2603,404.0,1350,390,6.057,235900,<1H OCEAN
7205,-118.19,34.02,34,1478,369.0,1735,348,1.8875,136700,<1H OCEAN
532,-122.27,37.78,52,1408,280.0,718,265,2.6806,207900,NEAR BAY
16776,-122.47,37.69,35,1720,421.0,1452,425,3.5909,256100,NEAR OCEAN
11373,-117.97,33.68,23,1722,316.0,865,309,4.6452,273800,<1H OCEAN
13167,-121.37,36.83,14,3658,612.0,1951,600,4.76,216000,INLAND
2848,-118.96,35.4,27,2473,400.0,1271,427,3.5524,89100,INLAND
19010,-122.0,38.35,34,1084,187.0,561,198,4.2115,118900,INLAND
6186,-117.9,34.1,31,3007,653.0,1766,616,3.7083,166000,<1H OCEAN
6775,-118.15,34.12,52,1518,344.0,725,296,3.4018,204500,<1H OCEAN
163,-122.25,37.81,46,3232,835.0,1373,747,3.225,218800,NEAR BAY
3936,-118.57,34.22,17,3262,753.0,1879,708,4.1359,255200,<1H OCEAN
9231,-120.08,37.06,18,402,76.0,213,71,1.9063,95800,INLAND
8061,-118.2,33.84,35,3405,779.0,1953,671,2.7813,159200,NEAR OCEAN
19386,-120.85,37.77,37,1738,403.0,936,366,2.4717,77100,INLAND
5583,-118.3,33.82,26,2080,560.0,2096,506,2.8106,184400,<1H OCEAN
4252,-118.36,34.1,52,1096,247.0,423,230,3.0179,500001,<1H OCEAN
12213,-117.18,33.51,13,270,42.0,120,42,6.993,500001,<1H OCEAN
7269,-118.22,33.98,15,1011,274.0,899,219,2.7045,190600,<1H OCEAN
4841,-118.29,34.03,38,1501,437.0,1777,441,2.0848,135200,<1H OCEAN
19742,-122.72,40.17,16,396,78.0,188,72,1.3889,87500,INLAND
333,-122.17,37.74,43,818,193.0,494,179,2.4776,101600,NEAR BAY
13436,-117.44,34.09,24,3477,831.0,2541,753,2.3682,97400,INLAND
19888,-119.16,36.28,18,2377,414.0,1359,424,4.4,79300,INLAND
12152,-117.27,33.68,8,26322,4072.0,9360,3361,5.3238,228900,<1H OCEAN
14867,-117.09,32.64,20,1999,651.0,1302,592,1.6321,57500,NEAR OCEAN
2193,-119.99,36.8,45,1270,242.0,598,214,3.2813,105400,INLAND
6162,-117.94,34.08,34,1970,476.0,1269,406,4.064,201200,<1H OCEAN
10256,-117.87,33.88,28,2612,602.0,1682,563,3.6417,204300,<1H OCEAN
16237,-121.29,37.98,49,2501,565.0,1171,550,2.5043,76700,INLAND
4854,-118.31,34.03,34,2041,517.0,1479,495,2.1173,156600,<1H OCEAN
8208,-118.17,33.79,32,2171,672.0,3002,648,2.375,139700,NEAR OCEAN
14506,-117.22,32.87,5,3511,1008.0,1599,918,3.8542,176600,NEAR OCEAN
1662,-121.93,37.93,16,2876,391.0,1089,377,6.299,286900,INLAND
8670,-118.37,33.82,32,2815,607.0,1338,609,4.5687,381200,<1H OCEAN
2297,-119.76,36.81,19,4643,1429.0,4638,1335,1.2716,69400,INLAND
4166,-118.2,34.11,37,2040,611.0,1698,545,1.9355,166300,<1H OCEAN
